,Country Name,Control of Corruption: Estimate,Multilateral debt service (% of public and publicly guaranteed debt service),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to clean fuels and technologies for cooking (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Compensation of employees (current LCU),Compensation of employees (% of expense),Adjusted savings: education expenditure (current US$),Adjusted net national income per capita (current US$),Terms of trade adjustment (constant LCU),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social insurance programs (% of total welfare of beneficiary households),Political Stability and Absence of Violence/Terrorism: Estimate,"Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Children out of school, primary","Children out of school, primary, female","Children out of school, female (% of female primary school age)","Children out of school, primary, male","Children out of school, male (% of male primary school age)",Children out of school (% of primary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Adolescents out of school (% of lower secondary school age),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),"Community health workers (per 1,000 people)",Pregnant women receiving prenatal care (%),People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (UNDP) (% of population),Multidimensional poverty headcount ratio (World Bank) (% of population),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Children in employment, wage workers (% of children in employment, ages 7-14)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Urban population (% of total population)
214,Slovak Republic,75.83333333333333,,1.0,1.0,1.0,1.0,14.958333333333334,6.083333333333333,112.16666666666667,146.54166666666666,61.541666666666664,49.791666666666664,101.58333333333333,32.875,18.625,79.16666666666667,20.625,50.458333333333336,,,,,,,,58.916666666666664,80.75,71.16666666666667,82.83333333333333,69.375,81.16666666666667,98.58333333333333,43.0,41.291666666666664,53.791666666666664,183.95833333333334,20.708333333333332,80.20833333333333,64.16666666666667,31.75,67.41666666666667,69.5,54.166666666666664,79.875,82.91666666666667,53.25,42.583333333333336,,19.75,106.45833333333333,121.04166666666667,124.5,30.458333333333332,45.666666666666664,38.291666666666664,,,,,,,,84.70833333333333,212.875,135.45833333333334,184.79166666666666,,,,81.45833333333333,,,,,32.375,206.45833333333334,29.166666666666668,141.95833333333334
215,Slovenia,44.291666666666664,,1.0,1.0,1.0,1.0,1.0,1.0,117.125,118.04166666666667,69.04166666666667,40.958333333333336,98.04166666666667,,,,,40.958333333333336,15.708333333333334,57.416666666666664,20.125,22.875,11.916666666666666,14.333333333333334,13.875,108.04166666666667,52.75,42.125,48.0,42.0,48.291666666666664,69.16666666666667,32.791666666666664,37.125,46.708333333333336,157.41666666666666,59.833333333333336,85.125,52.583333333333336,48.666666666666664,,22.791666666666668,48.25,32.416666666666664,50.916666666666664,36.0,15.166666666666666,,3.7916666666666665,129.04166666666666,127.16666666666667,134.95833333333334,50.958333333333336,43.625,47.0,,,,,,,,62.375,129.83333333333334,74.41666666666667,114.54166666666667,,,,13.125,,,,,67.16666666666667,235.625,18.958333333333332,149.25
216,Small states,,,124.0,145.16666666666666,132.33333333333334,174.75,186.375,177.58333333333334,,62.958333333333336,,67.29166666666667,,,,,,,126.04166666666667,69.83333333333333,133.875,126.79166666666667,109.04166666666667,118.25,111.20833333333333,118.79166666666667,,,,,,,,,,137.25,64.33333333333333,126.83333333333333,157.70833333333334,,,,156.33333333333334,159.95833333333334,112.04166666666667,71.0,,,,118.125,135.375,132.83333333333334,99.95833333333333,85.08333333333333,90.95833333333333,,,,,,,,,,,,,,,141.16666666666666,,,,,138.66666666666666,161.375,142.08333333333334,151.66666666666666
217,Solomon Islands,98.45833333333333,109.375,199.29166666666666,187.70833333333334,203.29166666666666,218.45833333333334,232.41666666666666,226.75,133.875,69.0,167.83333333333334,159.16666666666666,108.54166666666667,56.416666666666664,,35.583333333333336,,95.875,,,,,,,,,79.16666666666667,80.25,140.70833333333334,82.91666666666667,155.16666666666666,134.20833333333334,142.83333333333334,138.45833333333334,150.29166666666666,,,,208.29166666666666,,,150.41666666666666,235.91666666666666,157.375,128.5,164.5,97.91666666666667,,128.875,208.95833333333334,197.66666666666666,208.375,182.0,177.75,181.83333333333334,,,,,,,,1.75,3.4583333333333335,3.375,13.375,,,,180.375,,85.33333333333333,70.70833333333333,,213.875,69.95833333333333,216.58333333333334,249.79166666666666
218,Somalia,202.33333333333334,134.25,221.125,228.08333333333334,226.66666666666666,223.58333333333334,244.95833333333334,233.75,146.66666666666666,7.625,171.95833333333334,224.75,22.916666666666668,,,,,202.58333333333334,202.5,173.20833333333334,175.58333333333334,176.5,190.04166666666666,188.25,189.83333333333334,185.25,,,,,,,,,,,,,256.625,,,201.875,228.75,247.33333333333334,,,,,,4.916666666666667,39.625,17.5,164.875,137.33333333333334,149.70833333333334,7.5,16.208333333333332,14.125,90.5,81.79166666666667,83.875,86.41666666666667,204.25,191.70833333333334,182.04166666666666,224.875,23.291666666666668,5.125,10.375,250.125,,105.54166666666667,127.16666666666667,,260.9583333333333,27.0,260.5416666666667,191.25
219,South Africa,82.54166666666667,5.291666666666667,118.66666666666667,122.83333333333333,116.125,170.16666666666666,204.20833333333334,180.16666666666666,50.041666666666664,174.04166666666666,27.375,92.625,85.66666666666667,22.875,9.458333333333334,6.541666666666667,22.958333333333332,124.95833333333333,80.16666666666667,26.833333333333332,89.875,84.58333333333333,87.83333333333333,94.125,90.66666666666667,108.04166666666667,178.91666666666666,163.875,119.75,174.125,145.79166666666666,143.625,112.75,120.91666666666667,127.125,69.29166666666667,118.625,166.16666666666666,157.16666666666666,,45.791666666666664,86.75,173.79166666666666,128.33333333333334,63.916666666666664,83.91666666666667,158.75,47.0,108.625,49.416666666666664,31.5,36.708333333333336,88.79166666666667,68.41666666666667,78.54166666666667,,,,,,,,133.04166666666666,210.5,210.79166666666666,235.58333333333334,,,,181.83333333333334,13.666666666666666,35.375,14.375,34.375,115.83333333333333,105.625,147.875,110.54166666666667
220,South Asia,,57.0,159.375,155.29166666666666,161.79166666666666,172.04166666666666,174.70833333333334,180.625,,131.0,,179.79166666666666,,,,,,,150.95833333333334,160.45833333333334,144.66666666666666,146.5,157.0,149.91666666666666,153.375,146.16666666666666,,,,,,,,,,57.75,49.708333333333336,126.70833333333333,172.33333333333334,,20.291666666666668,185.66666666666666,204.125,219.66666666666666,210.45833333333334,205.04166666666666,,,,206.875,190.125,187.45833333333334,189.5,206.41666666666666,193.875,,,,,,,,159.04166666666666,51.458333333333336,98.875,65.83333333333333,,,,149.41666666666666,17.166666666666668,,,30.375,147.58333333333334,113.16666666666667,162.95833333333334,224.83333333333334
221,South Asia (IDA & IBRD),,,159.375,155.29166666666666,161.79166666666666,172.04166666666666,174.70833333333334,180.625,,131.0,,179.79166666666666,,,,,,,150.95833333333334,160.45833333333334,144.66666666666666,146.5,157.0,149.91666666666666,153.375,146.16666666666666,,,,,,,,,,57.75,49.708333333333336,126.70833333333333,172.33333333333334,,20.291666666666668,185.66666666666666,204.125,219.66666666666666,210.45833333333334,205.04166666666666,,,,206.875,190.125,187.45833333333334,189.5,206.41666666666666,193.875,,,,,,,,159.04166666666666,51.458333333333336,98.875,65.83333333333333,,,,149.41666666666666,17.166666666666668,,,30.375,147.58333333333334,113.16666666666667,162.95833333333334,224.83333333333334
222,South Sudan,181.45833333333334,,234.16666666666666,236.75,236.20833333333334,253.83333333333334,260.5416666666667,262.9166666666667,,,154.20833333333334,210.25,131.45833333333334,118.70833333333333,,105.75,,191.25,200.45833333333334,179.83333333333334,201.5,200.75,195.20833333333334,199.54166666666666,198.375,185.25,180.58333333333334,173.25,189.125,169.79166666666666,186.83333333333334,195.79166666666666,173.33333333333334,162.75,179.08333333333334,17.666666666666668,193.70833333333334,36.666666666666664,257.4583333333333,,,199.54166666666666,259.875,248.125,23.708333333333332,216.45833333333334,152.54166666666666,,158.41666666666666,175.375,145.58333333333334,163.04166666666666,234.04166666666666,229.70833333333334,233.25,4.291666666666667,4.541666666666667,4.875,93.70833333333333,93.45833333333333,93.125,88.04166666666667,122.75,134.04166666666666,110.5,201.41666666666666,33.25,33.875,34.583333333333336,237.04166666666666,,111.29166666666667,132.58333333333334,,243.625,23.5,246.33333333333334,254.16666666666666
223,Spain,40.416666666666664,,1.0,1.0,1.0,1.0,1.0,1.0,84.25,191.125,11.958333333333334,33.75,100.83333333333333,,,,,100.875,36.375,78.04166666666667,36.5,33.708333333333336,42.875,38.625,41.416666666666664,62.0,100.66666666666667,103.95833333333333,42.0,104.04166666666667,42.541666666666664,52.875,35.208333333333336,37.958333333333336,38.458333333333336,154.58333333333334,61.958333333333336,66.625,28.666666666666668,17.75,,,23.916666666666668,23.5,44.875,30.958333333333332,103.375,,73.25,21.208333333333332,35.125,32.041666666666664,55.166666666666664,54.083333333333336,55.083333333333336,,,,,,,,156.33333333333334,185.58333333333334,171.70833333333334,206.54166666666666,,,,26.416666666666668,,,,,72.375,244.29166666666666,19.208333333333332,57.75
224,Sri Lanka,109.45833333333333,32.541666666666664,159.75,168.25,177.33333333333334,125.91666666666667,121.25,135.70833333333334,33.916666666666664,112.83333333333333,93.33333333333333,139.79166666666666,47.041666666666664,81.58333333333333,,76.58333333333333,39.083333333333336,153.70833333333334,83.25,28.583333333333332,91.125,85.16666666666667,89.66666666666667,92.20833333333333,91.25,83.91666666666667,120.41666666666667,117.08333333333333,79.83333333333333,120.70833333333333,84.70833333333333,87.5,76.41666666666667,85.375,92.45833333333333,139.79166666666666,13.333333333333334,122.04166666666667,179.91666666666666,120.91666666666667,,48.083333333333336,123.95833333333333,83.75,196.04166666666666,162.66666666666666,35.666666666666664,36.0,63.0,181.95833333333334,131.75,135.125,122.75,125.58333333333333,125.54166666666667,86.83333333333333,78.54166666666667,83.5,11.166666666666666,19.458333333333332,14.5,39.541666666666664,126.20833333333333,46.458333333333336,110.66666666666667,98.95833333333333,22.291666666666668,36.375,33.583333333333336,75.79166666666667,,35.375,39.833333333333336,,95.79166666666667,177.875,115.41666666666667,254.375
225,St. Kitts and Nevis,58.041666666666664,45.5,1.0,1.0,1.0,52.208333333333336,50.041666666666664,55.291666666666664,143.91666666666666,35.083333333333336,186.08333333333334,,,,,,,39.541666666666664,,,,,,,,22.416666666666668,9.5,7.166666666666667,60.875,7.375,46.166666666666664,48.166666666666664,97.95833333333333,112.83333333333333,93.625,179.54166666666666,46.458333333333336,152.83333333333334,78.95833333333333,,5.916666666666667,25.333333333333332,99.875,9.541666666666666,140.66666666666666,56.625,,,,,,,,,,,,,,,,,,,,94.33333333333333,,,,148.08333333333334,,,,,55.666666666666664,165.95833333333334,95.91666666666667,223.75
226,St. Lucia,52.041666666666664,82.125,78.125,111.83333333333333,91.33333333333333,85.95833333333333,137.29166666666666,105.66666666666667,141.29166666666666,24.25,170.54166666666666,71.75,,,,,,45.791666666666664,10.625,94.125,1.0,6.25,,,,62.0,36.208333333333336,28.416666666666668,85.58333333333333,29.958333333333332,100.125,101.41666666666667,95.0,113.33333333333333,114.33333333333333,72.79166666666667,67.20833333333333,209.58333333333334,126.625,,,80.625,140.125,37.041666666666664,139.95833333333334,86.91666666666667,92.45833333333333,27.0,18.125,43.791666666666664,19.041666666666668,28.708333333333332,80.70833333333333,108.16666666666667,89.45833333333333,,,,,,,,182.29166666666666,205.625,203.95833333333334,223.79166666666666,,,,135.91666666666666,,71.29166666666667,80.0,,64.95833333333333,167.16666666666666,92.95833333333333,248.58333333333334
227,St. Martin (French part),,,,,,1.0,40.041666666666664,27.541666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.666666666666668,38.5,,,24.708333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,81.5,,,,,84.375,120.95833333333333,121.625,
228,St. Vincent and the Grenadines,50.333333333333336,91.54166666666667,75.79166666666667,108.83333333333333,88.95833333333333,82.29166666666667,146.41666666666666,105.54166666666667,143.79166666666666,11.666666666666666,176.125,84.75,,,,,,42.083333333333336,,,,,,,,22.416666666666668,19.583333333333332,21.5,71.66666666666667,13.5,40.916666666666664,55.75,53.791666666666664,46.875,52.416666666666664,65.0,111.0,206.66666666666666,98.08333333333333,,30.625,29.708333333333332,138.54166666666666,59.166666666666664,180.375,112.25,,,,17.5,23.75,22.875,74.45833333333333,87.79166666666667,79.125,,,,,,,,,,,225.91666666666666,,,,173.54166666666666,,,,,108.375,182.58333333333334,120.16666666666667,160.66666666666666
229,Sub-Saharan Africa,,,186.83333333333334,193.16666666666666,190.91666666666666,222.66666666666666,225.25,228.20833333333334,,51.875,,175.66666666666666,,,,,,,170.5,165.58333333333334,171.91666666666666,171.08333333333334,160.20833333333334,162.625,161.20833333333334,179.41666666666666,,,,,,,,,,56.25,152.625,105.41666666666667,237.375,143.70833333333334,,172.20833333333334,232.16666666666666,217.75,142.125,173.125,,,,147.04166666666666,167.41666666666666,167.75,193.58333333333334,201.5,199.79166666666666,,,,,,,,,,,,,,,237.04166666666666,63.0,,,,236.83333333333334,44.625,235.41666666666666,203.625
230,Sub-Saharan Africa (IDA & IBRD countries),,,186.83333333333334,193.16666666666666,190.91666666666666,222.66666666666666,225.25,228.20833333333334,,51.875,,175.66666666666666,,,,,,,170.5,165.58333333333334,171.91666666666666,171.08333333333334,160.20833333333334,162.625,161.20833333333334,179.41666666666666,,,,,,,,,,56.25,152.625,105.41666666666667,237.375,,,172.20833333333334,232.16666666666666,217.75,142.125,173.125,,,,147.04166666666666,167.41666666666666,167.75,193.58333333333334,201.5,199.79166666666666,,,,,,,,,,,,,,,237.04166666666666,63.0,,,,236.83333333333334,44.625,235.41666666666666,203.625
231,Sub-Saharan Africa (excluding high income),,28.416666666666668,188.83333333333334,195.16666666666666,192.95833333333334,224.70833333333334,227.25,230.20833333333334,,51.875,,177.70833333333334,,,,,,,172.5,167.08333333333334,173.91666666666666,173.08333333333334,162.20833333333334,164.625,163.20833333333334,179.41666666666666,,,,,,,,,,56.25,152.625,105.41666666666667,239.375,,,172.20833333333334,234.20833333333334,219.75,142.0,175.16666666666666,,,,147.04166666666666,167.41666666666666,167.75,193.58333333333334,201.5,199.79166666666666,,,,,,,,,,,,,,,239.08333333333334,63.0,,,,238.83333333333334,43.625,237.45833333333334,205.625
232,Sudan,191.33333333333334,51.458333333333336,149.58333333333334,173.41666666666666,165.75,216.75,225.29166666666666,223.20833333333334,95.79166666666667,77.45833333333333,97.91666666666667,164.08333333333334,121.95833333333333,119.70833333333333,,106.79166666666667,,197.625,138.08333333333334,125.375,174.70833333333334,172.70833333333334,167.33333333333334,173.91666666666666,170.08333333333334,200.79166666666666,191.125,182.91666666666666,178.125,182.79166666666666,178.70833333333334,186.70833333333334,166.41666666666666,169.875,176.375,,,,243.66666666666666,,47.666666666666664,172.95833333333334,230.95833333333334,193.79166666666666,157.29166666666666,194.25,66.58333333333333,91.0,137.70833333333334,203.95833333333334,178.54166666666666,175.125,168.75,164.66666666666666,164.41666666666666,17.875,22.0,21.208333333333332,80.125,76.0,76.79166666666667,58.5,210.79166666666666,173.0,193.375,211.125,68.375,71.08333333333333,72.125,219.0,,121.33333333333333,111.08333333333333,,221.83333333333334,28.875,225.625,215.70833333333334
233,Suriname,99.16666666666667,69.16666666666667,98.91666666666667,109.45833333333333,101.75,145.91666666666666,142.33333333333334,144.5,,,161.875,110.04166666666667,,,,,,94.33333333333333,98.125,110.58333333333333,85.70833333333333,92.33333333333333,86.33333333333333,83.875,85.04166666666667,218.33333333333334,84.70833333333333,75.125,151.91666666666666,72.5,153.29166666666666,163.33333333333334,138.125,143.25,149.58333333333334,,,,122.54166666666667,112.58333333333333,,122.29166666666667,136.375,134.45833333333334,131.29166666666666,104.5,114.91666666666667,36.0,59.416666666666664,195.125,129.58333333333334,144.29166666666666,65.08333333333333,66.79166666666667,65.75,,,,,,,,54.666666666666664,119.66666666666667,51.958333333333336,153.58333333333334,,,,181.375,,108.83333333333333,115.66666666666667,,123.54166666666667,135.58333333333334,145.375,100.75
234,Sweden,4.75,,1.0,1.0,1.0,1.0,1.0,1.0,52.333333333333336,191.58333333333334,17.291666666666668,7.708333333333333,68.33333333333333,,,,,23.5,,,,,,,,97.66666666666667,61.791666666666664,58.083333333333336,21.75,42.041666666666664,12.583333333333334,32.458333333333336,18.25,21.708333333333332,31.125,160.625,110.625,40.958333333333336,48.791666666666664,16.75,,1.0,42.625,,32.041666666666664,11.541666666666666,37.541666666666664,,48.125,120.66666666666667,62.666666666666664,90.16666666666667,15.5,24.5,18.5,,,,,,,,64.95833333333333,167.875,66.16666666666667,133.70833333333334,,,,12.875,,,,,147.0,256.2916666666667,62.041666666666664,36.083333333333336
235,Switzerland,7.833333333333333,,1.0,1.0,1.0,1.0,1.0,1.0,104.91666666666667,189.20833333333334,20.75,2.4166666666666665,59.458333333333336,,,,,11.291666666666666,,,,,,,,42.916666666666664,39.708333333333336,44.375,20.416666666666668,46.291666666666664,21.291666666666668,17.708333333333332,14.333333333333334,17.458333333333332,21.291666666666668,137.91666666666666,66.20833333333333,42.791666666666664,14.291666666666666,37.625,,,22.916666666666668,1.0,19.5,3.3333333333333335,48.958333333333336,,9.166666666666666,53.708333333333336,50.166666666666664,56.125,56.375,40.75,47.25,,,,,,,,36.416666666666664,101.16666666666667,31.5,69.29166666666667,,,,4.791666666666667,,,,,74.04166666666667,237.29166666666666,27.166666666666668,77.20833333333333
236,Syrian Arab Republic,182.70833333333334,38.666666666666664,75.70833333333333,74.20833333333333,81.29166666666667,164.79166666666666,31.291666666666668,160.66666666666666,,,93.25,138.83333333333334,126.5,2.5,,,4.458333333333333,170.625,118.875,124.70833333333333,102.41666666666667,109.20833333333333,119.5,100.45833333333333,112.70833333333333,118.95833333333333,142.70833333333334,167.04166666666666,175.45833333333334,169.5,180.29166666666666,120.79166666666667,144.0,138.29166666666666,150.79166666666666,69.58333333333333,81.375,60.0,138.41666666666666,,,140.83333333333334,105.625,128.41666666666666,199.91666666666666,179.16666666666666,86.25,,,156.20833333333334,102.20833333333333,91.70833333333333,73.25,128.5,121.16666666666667,31.708333333333332,25.458333333333332,30.291666666666668,66.29166666666667,72.54166666666667,67.70833333333333,25.291666666666668,,,,166.33333333333334,63.458333333333336,80.58333333333333,75.83333333333333,145.66666666666666,,59.5,47.916666666666664,,191.5,73.83333333333333,196.79166666666666,146.04166666666666
237,Tajikistan,187.41666666666666,63.208333333333336,114.58333333333333,108.29166666666667,127.0,96.95833333333333,128.54166666666666,102.625,148.0,167.79166666666666,145.83333333333334,203.125,65.5,103.29166666666667,,97.70833333333333,101.875,167.79166666666666,40.083333333333336,97.95833333333333,8.791666666666666,31.041666666666668,15.208333333333334,12.083333333333334,13.375,108.04166666666667,112.875,109.5,104.125,83.25,62.5,106.75,113.54166666666667,19.333333333333332,91.54166666666667,,,189.5,207.66666666666666,121.20833333333333,,137.79166666666666,90.54166666666667,143.95833333333334,106.04166666666667,207.04166666666666,54.208333333333336,52.0,89.20833333333333,33.458333333333336,80.91666666666667,66.45833333333333,105.25,87.375,94.83333333333333,56.833333333333336,72.33333333333333,68.29166666666667,41.166666666666664,25.666666666666668,29.708333333333332,32.5,50.541666666666664,71.5,68.58333333333333,66.79166666666667,80.75,77.54166666666667,78.125,142.54166666666666,40.958333333333336,12.666666666666666,42.583333333333336,15.458333333333334,194.95833333333334,50.333333333333336,197.79166666666666,237.41666666666666
238,Tanzania,132.625,77.58333333333333,217.29166666666666,221.54166666666666,221.625,240.875,247.91666666666666,248.83333333333334,14.291666666666666,149.625,84.54166666666667,203.70833333333334,79.08333333333333,75.29166666666667,,46.208333333333336,81.25,135.625,149.0,126.45833333333333,156.16666666666666,151.41666666666666,136.95833333333334,140.04166666666666,137.45833333333334,207.5,181.25,172.83333333333334,136.45833333333334,170.54166666666666,135.70833333333334,148.29166666666666,173.91666666666666,180.625,186.25,31.708333333333332,193.04166666666666,74.875,253.54166666666666,163.41666666666666,,101.375,247.5,211.625,159.16666666666666,215.91666666666666,50.375,95.0,143.70833333333334,170.375,167.83333333333334,176.125,222.08333333333334,224.45833333333334,223.66666666666666,32.666666666666664,26.416666666666668,34.041666666666664,65.33333333333333,71.58333333333333,63.958333333333336,74.83333333333333,128.375,48.041666666666664,39.75,32.333333333333336,9.916666666666666,7.291666666666667,8.416666666666666,248.54166666666666,65.79166666666667,86.29166666666667,108.375,59.333333333333336,246.41666666666666,45.583333333333336,246.75,232.625
239,Thailand,118.625,16.916666666666668,110.125,128.66666666666666,120.125,97.95833333333333,99.0,113.125,26.625,92.125,32.458333333333336,111.20833333333333,118.70833333333333,74.125,,94.20833333333333,42.708333333333336,153.54166666666666,90.375,69.16666666666667,86.66666666666667,84.66666666666667,77.0,75.79166666666667,74.875,108.04166666666667,116.29166666666667,133.16666666666666,65.45833333333333,137.58333333333334,62.625,44.041666666666664,43.541666666666664,63.083333333333336,72.0,81.75,153.875,119.91666666666667,73.08333333333333,,60.958333333333336,53.125,69.125,75.25,202.08333333333334,139.625,66.08333333333333,12.0,28.833333333333332,130.58333333333334,124.125,132.33333333333334,146.95833333333334,154.58333333333334,151.45833333333334,78.95833333333333,74.95833333333333,78.875,19.041666666666668,23.041666666666668,19.125,49.083333333333336,43.458333333333336,14.458333333333334,25.541666666666668,9.833333333333334,69.91666666666667,55.208333333333336,58.75,136.08333333333334,,82.16666666666667,58.875,,19.916666666666668,181.16666666666666,51.541666666666664,182.375
240,Timor-Leste,127.54166666666667,134.08333333333334,208.625,207.25,208.29166666666666,180.75,155.95833333333334,195.83333333333334,146.875,165.08333333333334,177.08333333333334,191.83333333333334,93.875,80.125,,76.95833333333333,,121.70833333333333,146.70833333333334,108.95833333333333,155.33333333333334,149.04166666666666,172.41666666666666,182.875,177.0,151.04166666666666,88.91666666666667,70.66666666666667,90.41666666666667,85.25,127.20833333333333,128.20833333333334,119.75,132.04166666666666,135.375,1.9166666666666667,168.0,199.25,214.54166666666666,,69.41666666666667,165.58333333333334,203.08333333333334,238.04166666666666,101.125,190.25,23.458333333333332,85.0,120.45833333333333,143.25,202.54166666666666,192.91666666666666,182.95833333333334,178.79166666666666,180.95833333333334,25.208333333333332,27.958333333333332,31.625,72.79166666666667,70.04166666666667,66.41666666666667,48.125,127.45833333333333,74.0,118.45833333333333,72.125,,,,138.5,62.833333333333336,65.79166666666667,59.958333333333336,15.333333333333334,217.625,110.58333333333333,214.16666666666666,235.20833333333334
241,Togo,158.95833333333334,87.08333333333333,220.5,216.66666666666666,215.45833333333334,231.75,219.91666666666666,227.625,53.333333333333336,68.04166666666667,149.08333333333334,211.33333333333334,99.16666666666667,52.666666666666664,,71.45833333333333,66.125,141.20833333333334,163.625,178.5,146.83333333333334,154.66666666666666,175.66666666666666,155.83333333333334,168.79166666666666,62.0,129.625,129.16666666666666,125.83333333333333,98.20833333333333,73.45833333333333,120.125,160.79166666666666,140.33333333333334,162.54166666666666,27.666666666666668,159.0,126.58333333333333,230.66666666666666,156.75,,161.79166666666666,254.0,212.95833333333334,167.70833333333334,218.83333333333334,105.0,76.0,143.41666666666666,91.04166666666667,139.91666666666666,133.54166666666666,212.75,208.33333333333334,211.66666666666666,49.875,65.16666666666667,50.583333333333336,48.125,32.833333333333336,47.416666666666664,80.41666666666667,160.95833333333334,32.958333333333336,52.541666666666664,46.083333333333336,25.416666666666668,13.75,16.291666666666668,210.625,51.833333333333336,85.20833333333333,76.5,40.5,215.29166666666666,29.583333333333332,219.66666666666666,197.875
242,Tonga,119.25,88.83333333333333,116.16666666666667,124.79166666666667,132.66666666666666,114.375,114.45833333333333,124.25,149.16666666666666,33.583333333333336,194.66666666666666,119.79166666666667,86.875,,,,,55.25,42.416666666666664,50.875,47.875,42.5,20.75,28.125,22.041666666666668,123.625,15.833333333333334,20.25,69.25,14.541666666666666,55.041666666666664,45.625,110.5,122.20833333333333,120.375,51.083333333333336,127.79166666666667,77.66666666666667,81.625,136.0,,39.666666666666664,103.0,111.70833333333333,161.70833333333334,144.04166666666666,82.58333333333333,19.0,46.708333333333336,1.0,5.583333333333333,1.5416666666666667,146.45833333333334,147.66666666666666,147.83333333333334,,,,,,,,22.291666666666668,25.041666666666668,11.875,32.25,,,,74.41666666666667,,27.041666666666668,41.833333333333336,,203.08333333333334,149.41666666666666,197.83333333333334,244.875
243,Trinidad and Tobago,98.91666666666667,,1.0,1.0,1.0,31.666666666666668,22.583333333333332,41.208333333333336,,,104.70833333333333,54.375,,,,,,103.54166666666667,58.041666666666664,94.125,42.041666666666664,44.583333333333336,44.208333333333336,36.875,41.583333333333336,213.75,86.29166666666667,75.83333333333333,114.20833333333333,75.25,118.625,129.58333333333334,106.20833333333333,112.125,117.875,70.58333333333333,74.20833333333333,,100.33333333333333,,,85.875,98.875,36.375,137.79166666666666,61.5,,12.0,,44.166666666666664,51.666666666666664,51.041666666666664,65.45833333333333,78.58333333333333,68.5,92.20833333333333,73.625,80.375,1.0,24.0,17.625,9.0,24.5,62.375,24.625,88.33333333333333,89.0,84.83333333333333,87.875,128.45833333333334,,31.166666666666668,19.083333333333332,,19.833333333333332,149.08333333333334,74.79166666666667,145.375
244,Tunisia,94.29166666666667,79.25,69.79166666666667,73.875,70.41666666666667,98.58333333333333,53.625,81.16666666666667,,,68.20833333333333,127.70833333333333,106.70833333333333,113.0,,84.375,,134.04166666666666,114.75,122.33333333333333,96.20833333333333,106.08333333333333,132.375,121.5,129.58333333333334,108.04166666666667,99.91666666666667,88.625,49.125,101.91666666666667,68.41666666666667,66.91666666666667,,,,134.79166666666666,19.583333333333332,47.875,132.75,87.83333333333333,,76.91666666666667,113.45833333333333,127.25,112.625,128.25,84.20833333333333,17.0,61.833333333333336,70.95833333333333,36.791666666666664,30.791666666666668,73.45833333333333,90.25,83.75,42.0,64.41666666666667,57.0,56.0,33.583333333333336,41.0,8.041666666666666,204.95833333333334,151.16666666666666,180.0,213.25,70.91666666666667,57.708333333333336,59.75,22.291666666666668,,1.0,9.0,,68.33333333333333,149.16666666666666,113.45833333333333,97.20833333333333
